Rank,Channel_Handle,Channel_ID,Subscribers,YouTube_Channel_URL
1,Iy-XT83VhaFfAEbJCf8JUg,Iy-XT83VhaFfAEbJCf8JUg,150000,https://www.youtube.com/@Iy-XT83VhaFfAEbJCf8JUg
2,Danroy13,Danroy13,33100,https://www.youtube.com/@Danroy13
3,dbstelevision,dbstelevision,32200,https://www.youtube.com/@dbstelevision
4,UC4al3A_gysYEIzAM1L2qZbg,UC4al3A_gysYEIzAM1L2qZbg,28000,https://www.youtube.com/channel/UC4al3A_gysYEIzAM1L2qZbg
5,dclake,dclake,25100,https://www.youtube.com/@dclake
6,nyL2A3t8Q-_Qs1NusOPy2Q,nyL2A3t8Q-_Qs1NusOPy2Q,23300,https://www.youtube.com/@nyL2A3t8Q-_Qs1NusOPy2Q
7,UCpyK9wQ1XKs0HVsCPuNPbqA,UCpyK9wQ1XKs0HVsCPuNPbqA,13100,https://www.youtube.com/channel/UCpyK9wQ1XKs0HVsCPuNPbqA
8,UCheIl4w5xWifytdbiVJ72sw,UCheIl4w5xWifytdbiVJ72sw,10700,https://www.youtube.com/channel/UCheIl4w5xWifytdbiVJ72sw
9,saintlucianow,saintlucianow,4640,https://www.youtube.com/@saintlucianow
10,UCuU5kyqH_qxli6kEZ3Z1Gyg,UCuU5kyqH_qxli6kEZ3Z1Gyg,4010,https://www.youtube.com/channel/UCuU5kyqH_qxli6kEZ3Z1Gyg
11,UC279Gn5PVoQFlqLTf68M_hQ,UC279Gn5PVoQFlqLTf68M_hQ,3380,https://www.youtube.com/channel/UC279Gn5PVoQFlqLTf68M_hQ
12,v3xGFJ8aGMCqnLqbbfh22A,v3xGFJ8aGMCqnLqbbfh22A,3170,https://www.youtube.com/@v3xGFJ8aGMCqnLqbbfh22A
13,jxB7s-XnA4CE8tlwI7Zxug,jxB7s-XnA4CE8tlwI7Zxug,2900,https://www.youtube.com/@jxB7s-XnA4CE8tlwI7Zxug
14,UC4Vxj1-SIIB38AXUmSBGL1g,UC4Vxj1-SIIB38AXUmSBGL1g,2860,https://www.youtube.com/channel/UC4Vxj1-SIIB38AXUmSBGL1g
15,UCpoXhf-c2hUawOtH6kZUutg,UCpoXhf-c2hUawOtH6kZUutg,2740,https://www.youtube.com/channel/UCpoXhf-c2hUawOtH6kZUutg
16,UCJ8deh7LBNVMCVhLqBQt_wA,UCJ8deh7LBNVMCVhLqBQt_wA,2680,https://www.youtube.com/channel/UCJ8deh7LBNVMCVhLqBQt_wA
17,UCdKhdZZ-Dbn03ENeVeiJF8w,UCdKhdZZ-Dbn03ENeVeiJF8w,2450,https://www.youtube.com/channel/UCdKhdZZ-Dbn03ENeVeiJF8w
18,UChBkb9rv9Jp95i3sUB0AoTA,UChBkb9rv9Jp95i3sUB0AoTA,2420,https://www.youtube.com/channel/UChBkb9rv9Jp95i3sUB0AoTA
19,UCH5GcSmu1PDnoXwu1U77R6A,UCH5GcSmu1PDnoXwu1U77R6A,2080,https://www.youtube.com/channel/UCH5GcSmu1PDnoXwu1U77R6A
20,UC3u9aRFAExfp2SiRKTYKARQ,UC3u9aRFAExfp2SiRKTYKARQ,1890,https://www.youtube.com/channel/UC3u9aRFAExfp2SiRKTYKARQ
21,ilovestlucia,ilovestlucia,1750,https://www.youtube.com/@ilovestlucia
22,UCnKavoJb5zDO4X2GjpMHqFA,UCnKavoJb5zDO4X2GjpMHqFA,1680,https://www.youtube.com/channel/UCnKavoJb5zDO4X2GjpMHqFA
