Rank,Channel_Handle,Channel_ID,Subscribers,YouTube_Channel_URL
1,UC7u9o8BHiJyH2_cef_nC7tQ,UC7u9o8BHiJyH2_cef_nC7tQ,19700000,https://www.youtube.com/channel/UC7u9o8BHiJyH2_cef_nC7tQ
2,UC0QHWhjbe5fGJEPz3sVb6nw,UC0QHWhjbe5fGJEPz3sVb6nw,12900000,https://www.youtube.com/channel/UC0QHWhjbe5fGJEPz3sVb6nw
3,drericberg123,drericberg123,12800000,https://www.youtube.com/@drericberg123
4,UCqV7ADkocFVOLxvPGqTEyDw,UCqV7ADkocFVOLxvPGqTEyDw,10700000,https://www.youtube.com/channel/UCqV7ADkocFVOLxvPGqTEyDw
5,UCR6n79EOdY406JlZD8FEgyg,UCR6n79EOdY406JlZD8FEgyg,9910000,https://www.youtube.com/channel/UCR6n79EOdY406JlZD8FEgyg
6,motivationaldoc,motivationaldoc,9440000,https://www.youtube.com/@motivationaldoc
7,DrSandraLee,DrSandraLee,8680000,https://www.youtube.com/@DrSandraLee
8,UClN6OLbLp1YjTSwDOkEM2dA,UClN6OLbLp1YjTSwDOkEM2dA,7460000,https://www.youtube.com/channel/UClN6OLbLp1YjTSwDOkEM2dA
9,UCNJ3LDzAFmu4AcqKReGxONw,UCNJ3LDzAFmu4AcqKReGxONw,7160000,https://www.youtube.com/channel/UCNJ3LDzAFmu4AcqKReGxONw
10,NnSNNsd9zCVERp1phyRcaw,NnSNNsd9zCVERp1phyRcaw,6800000,https://www.youtube.com/@NnSNNsd9zCVERp1phyRcaw
11,UChXNyp6dL_aY_3qwVgDd-EQ,UChXNyp6dL_aY_3qwVgDd-EQ,6520000,https://www.youtube.com/channel/UChXNyp6dL_aY_3qwVgDd-EQ
12,UCSwXe2WReWhNdjKRTh92b9g,UCSwXe2WReWhNdjKRTh92b9g,5660000,https://www.youtube.com/channel/UCSwXe2WReWhNdjKRTh92b9g
13,tonyyounmd,tonyyounmd,5300000,https://www.youtube.com/@tonyyounmd
14,UCIe2pR6PE0dae9BunJ38F7w,UCIe2pR6PE0dae9BunJ38F7w,4660000,https://www.youtube.com/channel/UCIe2pR6PE0dae9BunJ38F7w
15,UC2vTgblwTSRMtH-aoY7dvtQ,UC2vTgblwTSRMtH-aoY7dvtQ,3870000,https://www.youtube.com/channel/UC2vTgblwTSRMtH-aoY7dvtQ
16,UC9zqTTVeClpqMQ5CLuJdWtw,UC9zqTTVeClpqMQ5CLuJdWtw,3850000,https://www.youtube.com/channel/UC9zqTTVeClpqMQ5CLuJdWtw
17,UC2lvPVVm0Mv53QK7vdnC-rw,UC2lvPVVm0Mv53QK7vdnC-rw,3780000,https://www.youtube.com/channel/UC2lvPVVm0Mv53QK7vdnC-rw
18,UCw2rs0uJqzN0ZzfmfkQ03pQ,UCw2rs0uJqzN0ZzfmfkQ03pQ,3600000,https://www.youtube.com/channel/UCw2rs0uJqzN0ZzfmfkQ03pQ
19,UC65ToDeBHrE1cSlLnuF1HgA,UC65ToDeBHrE1cSlLnuF1HgA,3560000,https://www.youtube.com/channel/UC65ToDeBHrE1cSlLnuF1HgA
20,UCfqOuhPWrNKMLLYWJaymmWA,UCfqOuhPWrNKMLLYWJaymmWA,3540000,https://www.youtube.com/channel/UCfqOuhPWrNKMLLYWJaymmWA
21,UCLRkKadxe1Ke2A5OUd0_mrQ,UCLRkKadxe1Ke2A5OUd0_mrQ,3410000,https://www.youtube.com/channel/UCLRkKadxe1Ke2A5OUd0_mrQ
22,UC7kbAF7LWIk1pPftd-9ziMw,UC7kbAF7LWIk1pPftd-9ziMw,3380000,https://www.youtube.com/channel/UC7kbAF7LWIk1pPftd-9ziMw
23,UCuNYeSTZMepdM42iGd2NqGw,UCuNYeSTZMepdM42iGd2NqGw,3250000,https://www.youtube.com/channel/UCuNYeSTZMepdM42iGd2NqGw
24,drlucasfustinoni,drlucasfustinoni,3200000,https://www.youtube.com/@drlucasfustinoni
25,Campbellteaching,Campbellteaching,3160000,https://www.youtube.com/@Campbellteaching
26,UC2Rgt8XF_37FEjO_UHYTYgQ,UC2Rgt8XF_37FEjO_UHYTYgQ,2940000,https://www.youtube.com/channel/UC2Rgt8XF_37FEjO_UHYTYgQ
27,UCMTl80jTQwGkO335HoVf0ig,UCMTl80jTQwGkO335HoVf0ig,2850000,https://www.youtube.com/channel/UCMTl80jTQwGkO335HoVf0ig
28,UCGbDaS58FGh45Oq4N-Qfhdw,UCGbDaS58FGh45Oq4N-Qfhdw,2660000,https://www.youtube.com/channel/UCGbDaS58FGh45Oq4N-Qfhdw
29,UCmabTeuD7Z0LHVwZXoUb2JA,UCmabTeuD7Z0LHVwZXoUb2JA,2600000,https://www.youtube.com/channel/UCmabTeuD7Z0LHVwZXoUb2JA
30,Z9iy_h2FAqiXwKfT9ZwkuQ,Z9iy_h2FAqiXwKfT9ZwkuQ,2550000,https://www.youtube.com/@Z9iy_h2FAqiXwKfT9ZwkuQ
