Rank,Channel_Handle,Channel_ID,Subscribers,YouTube_Channel_URL
1,UCgVg6dmZHCxze_ay0bolPew,UCgVg6dmZHCxze_ay0bolPew,12500000,https://www.youtube.com/channel/UCgVg6dmZHCxze_ay0bolPew
2,laliga,laliga,11600000,https://www.youtube.com/@laliga
3,UCCktnahuRFYIBtNnKT5IYyg,UCCktnahuRFYIBtNnKT5IYyg,11200000,https://www.youtube.com/channel/UCCktnahuRFYIBtNnKT5IYyg
4,UC4I13pjEDm7rHFMb5PkOUaw,UC4I13pjEDm7rHFMb5PkOUaw,10300000,https://www.youtube.com/channel/UC4I13pjEDm7rHFMb5PkOUaw
5,legacalcioserieatim,legacalcioserieatim,9610000,https://www.youtube.com/@legacalcioserieatim
6,UCgBg0aacyJnw4qUnb1FlfEQ,UCgBg0aacyJnw4qUnb1FlfEQ,8150000,https://www.youtube.com/channel/UCgBg0aacyJnw4qUnb1FlfEQ
7,vincentraditya,vincentraditya,5950000,https://www.youtube.com/@vincentraditya
8,mit,mit,5490000,https://www.youtube.com/@mit
9,UCBM6AwaDl8uPVAN_BUIqPUw,UCBM6AwaDl8uPVAN_BUIqPUw,5200000,https://www.youtube.com/channel/UCBM6AwaDl8uPVAN_BUIqPUw
10,atimeonline,atimeonline,3900000,https://www.youtube.com/@atimeonline
11,registerednursern,registerednursern,3760000,https://www.youtube.com/@registerednursern
12,oxfordonlineenglish,oxfordonlineenglish,3410000,https://www.youtube.com/@oxfordonlineenglish
13,UC4BzfoDeAwqdNckkp0htOuQ,UC4BzfoDeAwqdNckkp0htOuQ,3360000,https://www.youtube.com/channel/UC4BzfoDeAwqdNckkp0htOuQ
14,bwf,bwf,3250000,https://www.youtube.com/@bwf
15,unitednations,unitednations,3040000,https://www.youtube.com/@unitednations
16,m-EPfZgP_gy8n0ry8mFHaA,m-EPfZgP_gy8n0ry8mFHaA,2790000,https://www.youtube.com/@m-EPfZgP_gy8n0ry8mFHaA
17,harvard,harvard,2580000,https://www.youtube.com/@harvard
18,stanfordbusiness,stanfordbusiness,2370000,https://www.youtube.com/@stanfordbusiness
19,thegrammys,thegrammys,2300000,https://www.youtube.com/@thegrammys
20,wimbledon,wimbledon,2260000,https://www.youtube.com/@wimbledon
21,iaaf2012,iaaf2012,2150000,https://www.youtube.com/@iaaf2012
22,nptelhrd,nptelhrd,2140000,https://www.youtube.com/@nptelhrd
23,nakcollection,nakcollection,2040000,https://www.youtube.com/@nakcollection
24,UCwMZaOfBzeKp0CS21lJIWQQ,UCwMZaOfBzeKp0CS21lJIWQQ,2040000,https://www.youtube.com/channel/UCwMZaOfBzeKp0CS21lJIWQQ
25,stanforduniversity,stanforduniversity,1980000,https://www.youtube.com/@stanforduniversity
26,UCOEJmx9Hzc2E1hGTCy0cZMA,UCOEJmx9Hzc2E1hGTCy0cZMA,1880000,https://www.youtube.com/channel/UCOEJmx9Hzc2E1hGTCy0cZMA
27,UCUBhUPUPO27MhfVw92P-JsQ,UCUBhUPUPO27MhfVw92P-JsQ,1740000,https://www.youtube.com/channel/UCUBhUPUPO27MhfVw92P-JsQ
28,atp,atp,1690000,https://www.youtube.com/@atp
29,artedivierte,artedivierte,1660000,https://www.youtube.com/@artedivierte
30,BerkleeCollege,BerkleeCollege,1650000,https://www.youtube.com/@BerkleeCollege
31,theroyalinstitution,theroyalinstitution,1590000,https://www.youtube.com/@theroyalinstitution
32,theurltv,theurltv,1520000,https://www.youtube.com/@theurltv
33,yalecourses,yalecourses,1510000,https://www.youtube.com/@yalecourses
34,wta,wta,1380000,https://www.youtube.com/@wta
35,claudiard1981,claudiard1981,1370000,https://www.youtube.com/@claudiard1981
36,uctelevision,uctelevision,1350000,https://www.youtube.com/@uctelevision
