Rank,Channel_Handle,Channel_ID,Subscribers,YouTube_Channel_URL
1,UC56cowXhoqRWHeqfSJkIQaA,UC56cowXhoqRWHeqfSJkIQaA,31700000,https://www.youtube.com/channel/UC56cowXhoqRWHeqfSJkIQaA
2,ChloesAddiction,ChloesAddiction,25500000,https://www.youtube.com/@ChloesAddiction
3,whoisjimmy,whoisjimmy,23100000,https://www.youtube.com/@whoisjimmy
4,UCw1SQ6QRRtfAhrN_cjkrOgA,UCw1SQ6QRRtfAhrN_cjkrOgA,22500000,https://www.youtube.com/channel/UCw1SQ6QRRtfAhrN_cjkrOgA
5,UCfaZw8XH_zmAVkBst_MPD6w,UCfaZw8XH_zmAVkBst_MPD6w,18900000,https://www.youtube.com/channel/UCfaZw8XH_zmAVkBst_MPD6w
6,howtobasic,howtobasic,17600000,https://www.youtube.com/@howtobasic
7,UCwKHygfd3opN04saX8qGRjQ,UCwKHygfd3opN04saX8qGRjQ,15200000,https://www.youtube.com/channel/UCwKHygfd3opN04saX8qGRjQ
8,craftbattleduty,craftbattleduty,15200000,https://www.youtube.com/@craftbattleduty
9,UCBo1hnzxV9rz3WVsv__Rn1g,UCBo1hnzxV9rz3WVsv__Rn1g,12900000,https://www.youtube.com/channel/UCBo1hnzxV9rz3WVsv__Rn1g
10,UCDb8-E9XyZnyAA7QB_SD8Sg,UCDb8-E9XyZnyAA7QB_SD8Sg,12200000,https://www.youtube.com/channel/UCDb8-E9XyZnyAA7QB_SD8Sg
11,siemreapfamily,siemreapfamily,12100000,https://www.youtube.com/@siemreapfamily
12,UCn_FAXem2-e3HQvmK-mOH4g,UCn_FAXem2-e3HQvmK-mOH4g,12100000,https://www.youtube.com/channel/UCn_FAXem2-e3HQvmK-mOH4g
13,eystreem,eystreem,11200000,https://www.youtube.com/@eystreem
14,UCAL3JXZSzSm8AlZyD3nQdBA,UCAL3JXZSzSm8AlZyD3nQdBA,10900000,https://www.youtube.com/channel/UCAL3JXZSzSm8AlZyD3nQdBA
15,acdc,acdc,10800000,https://www.youtube.com/@acdc
16,UC-sjC5fKKsrpcZRJwlZJzZQ,UC-sjC5fKKsrpcZRJwlZJzZQ,10800000,https://www.youtube.com/channel/UC-sjC5fKKsrpcZRJwlZJzZQ
17,UC9DWJ33CMvIseLlyx6hyRnA,UC9DWJ33CMvIseLlyx6hyRnA,10000000,https://www.youtube.com/channel/UC9DWJ33CMvIseLlyx6hyRnA
18,UCR1Jltq7vMzGQVtRd-DR5AA,UCR1Jltq7vMzGQVtRd-DR5AA,9930000,https://www.youtube.com/channel/UCR1Jltq7vMzGQVtRd-DR5AA
19,hillsonglive,hillsonglive,9810000,https://www.youtube.com/@hillsonglive
20,cricketaustraliatv,cricketaustraliatv,9690000,https://www.youtube.com/@cricketaustraliatv
21,UCstrYVM0-fSq3i2JJvaubBg,UCstrYVM0-fSq3i2JJvaubBg,9610000,https://www.youtube.com/channel/UCstrYVM0-fSq3i2JJvaubBg
22,UC7l8Wy10AB7VqkjRqjLp2iA,UC7l8Wy10AB7VqkjRqjLp2iA,9510000,https://www.youtube.com/channel/UC7l8Wy10AB7VqkjRqjLp2iA
23,siavevo,siavevo,9470000,https://www.youtube.com/@siavevo
24,KjraGaming,KjraGaming,9210000,https://www.youtube.com/@KjraGaming
25,MrMuselk,MrMuselk,8980000,https://www.youtube.com/@MrMuselk
26,UC-TFz4MD1ZzcY6NuZAP3Ndw,UC-TFz4MD1ZzcY6NuZAP3Ndw,8870000,https://www.youtube.com/channel/UC-TFz4MD1ZzcY6NuZAP3Ndw
27,supermarioglitchy4,supermarioglitchy4,8570000,https://www.youtube.com/@supermarioglitchy4
28,troyesivan18,troyesivan18,8200000,https://www.youtube.com/@troyesivan18
29,UCSnwORddxZG1SyB8lSxWQGg,UCSnwORddxZG1SyB8lSxWQGg,8170000,https://www.youtube.com/channel/UCSnwORddxZG1SyB8lSxWQGg
