Rank,Channel_Handle,Channel_ID,Subscribers,YouTube_Channel_URL
1,NaztyNige,NaztyNige,281000,https://www.youtube.com/@NaztyNige
2,greenzking1,greenzking1,45300,https://www.youtube.com/@greenzking1
3,UCdhSqMwx2hP_BBBM-FS5fcg,UCdhSqMwx2hP_BBBM-FS5fcg,40400,https://www.youtube.com/channel/UCdhSqMwx2hP_BBBM-FS5fcg
4,UC_EcP-9nbkBKQI_5D89EJ6w,UC_EcP-9nbkBKQI_5D89EJ6w,27200,https://www.youtube.com/channel/UC_EcP-9nbkBKQI_5D89EJ6w
5,govgd,govgd,27100,https://www.youtube.com/@govgd
6,UCe5QXTDQ96irKwRHXPvFhwg,UCe5QXTDQ96irKwRHXPvFhwg,25900,https://www.youtube.com/channel/UCe5QXTDQ96irKwRHXPvFhwg
7,UC1gry1NjHsh7pmFI38tWhAQ,UC1gry1NjHsh7pmFI38tWhAQ,15000,https://www.youtube.com/channel/UC1gry1NjHsh7pmFI38tWhAQ
8,asierramoore,asierramoore,11900,https://www.youtube.com/@asierramoore
9,UCUB4D1zu5nW73W9spiqF9hg,UCUB4D1zu5nW73W9spiqF9hg,10000,https://www.youtube.com/channel/UCUB4D1zu5nW73W9spiqF9hg
10,UCL9vZXNA9oTFXR6SosG5YoQ,UCL9vZXNA9oTFXR6SosG5YoQ,7930,https://www.youtube.com/channel/UCL9vZXNA9oTFXR6SosG5YoQ
11,UCbwxyNXZeumZrrasim43JUg,UCbwxyNXZeumZrrasim43JUg,6340,https://www.youtube.com/channel/UCbwxyNXZeumZrrasim43JUg
12,MDGGrenadaProject,MDGGrenadaProject,6230,https://www.youtube.com/@MDGGrenadaProject
13,UC6ZRYlwvSICPizpdYa4xm1g,UC6ZRYlwvSICPizpdYa4xm1g,5880,https://www.youtube.com/channel/UC6ZRYlwvSICPizpdYa4xm1g
14,UCv4PCaW_vVeuAUhBvNdgkeA,UCv4PCaW_vVeuAUhBvNdgkeA,5840,https://www.youtube.com/channel/UCv4PCaW_vVeuAUhBvNdgkeA
15,UClz_-7RTTcTiZb5F32G5nIA,UClz_-7RTTcTiZb5F32G5nIA,4730,https://www.youtube.com/channel/UClz_-7RTTcTiZb5F32G5nIA
16,truebluegrenada,truebluegrenada,4580,https://www.youtube.com/@truebluegrenada
17,UCTOEEu3-XNblMUstd_t_O6Q,UCTOEEu3-XNblMUstd_t_O6Q,4050,https://www.youtube.com/channel/UCTOEEu3-XNblMUstd_t_O6Q
18,kZ1Fk6o_O8SzGDw_B1ZVxg,kZ1Fk6o_O8SzGDw_B1ZVxg,3120,https://www.youtube.com/@kZ1Fk6o_O8SzGDw_B1ZVxg
19,UCtpYiBJJIDVhRdqqcBpjyVA,UCtpYiBJJIDVhRdqqcBpjyVA,2760,https://www.youtube.com/channel/UCtpYiBJJIDVhRdqqcBpjyVA
20,T3JltBjxjQ4UJo7RTxK56w,T3JltBjxjQ4UJo7RTxK56w,2600,https://www.youtube.com/@T3JltBjxjQ4UJo7RTxK56w
21,UC5QIeNSpz3SK7FsIGhLK0Xw,UC5QIeNSpz3SK7FsIGhLK0Xw,2510,https://www.youtube.com/channel/UC5QIeNSpz3SK7FsIGhLK0Xw
22,I0yKS8bVORvGVCuUvEYELA,I0yKS8bVORvGVCuUvEYELA,2490,https://www.youtube.com/@I0yKS8bVORvGVCuUvEYELA
23,UCpZ0TFo8mTSX_lxHWQzTW6A,UCpZ0TFo8mTSX_lxHWQzTW6A,2180,https://www.youtube.com/channel/UCpZ0TFo8mTSX_lxHWQzTW6A
24,UCSpKNUk6T5ddykvEID4kV1Q,UCSpKNUk6T5ddykvEID4kV1Q,2030,https://www.youtube.com/channel/UCSpKNUk6T5ddykvEID4kV1Q
25,UCJWi84LVAyOE7fwOyRNp6TQ,UCJWi84LVAyOE7fwOyRNp6TQ,1880,https://www.youtube.com/channel/UCJWi84LVAyOE7fwOyRNp6TQ
26,puregrenada,puregrenada,1800,https://www.youtube.com/@puregrenada
27,UCJYxI_b95KVYLGiPh2kkNbA,UCJYxI_b95KVYLGiPh2kkNbA,1760,https://www.youtube.com/channel/UCJYxI_b95KVYLGiPh2kkNbA
28,Po9fk8Cn-lzn1jw66I_9mw,Po9fk8Cn-lzn1jw66I_9mw,1720,https://www.youtube.com/@Po9fk8Cn-lzn1jw66I_9mw
29,UCn52nyw1vT0FwMFhMsAIy0g,UCn52nyw1vT0FwMFhMsAIy0g,1520,https://www.youtube.com/channel/UCn52nyw1vT0FwMFhMsAIy0g
30,UCjNMMCPWJXcZhIYO18jyjvg,UCjNMMCPWJXcZhIYO18jyjvg,1390,https://www.youtube.com/channel/UCjNMMCPWJXcZhIYO18jyjvg
31,UC7Mg8Lkmz76XxgmF5xoU5kg,UC7Mg8Lkmz76XxgmF5xoU5kg,1360,https://www.youtube.com/channel/UC7Mg8Lkmz76XxgmF5xoU5kg
32,UCgIPtKGiwhLhdS85tieKceg,UCgIPtKGiwhLhdS85tieKceg,1290,https://www.youtube.com/channel/UCgIPtKGiwhLhdS85tieKceg
33,UCoSm7mFnMNNYXFJwNRFfE0A,UCoSm7mFnMNNYXFJwNRFfE0A,1280,https://www.youtube.com/channel/UCoSm7mFnMNNYXFJwNRFfE0A
34,UCAWhSeEGBmkWWW-fI0W7gUg,UCAWhSeEGBmkWWW-fI0W7gUg,1080,https://www.youtube.com/channel/UCAWhSeEGBmkWWW-fI0W7gUg
35,westindiaspices,westindiaspices,1010,https://www.youtube.com/@westindiaspices
