Rank,Channel_Handle,Channel_ID,Subscribers,YouTube_Channel_URL
1,tseries,tseries,279000000,https://www.youtube.com/@tseries
2,setindia,setindia,179000000,https://www.youtube.com/@setindia
3,zeemusiccompany,zeemusiccompany,112000000,https://www.youtube.com/@zeemusiccompany
4,goldminestelefilms,goldminestelefilms,101000000,https://www.youtube.com/@goldminestelefilms
5,sabtv,sabtv,97300000,https://www.youtube.com/@sabtv
6,thechuchutv,thechuchutv,94100000,https://www.youtube.com/@thechuchutv
7,zeetv,zeetv,85800000,https://www.youtube.com/@zeetv
8,colorstv,colorstv,77300000,https://www.youtube.com/@colorstv
9,tseriesbhakti,tseriesbhakti,72300000,https://www.youtube.com/@tseriesbhakti
10,tipsmusic,tipsmusic,70600000,https://www.youtube.com/@tipsmusic
11,filmigaane,filmigaane,70100000,https://www.youtube.com/@filmigaane
12,aajtaktv,aajtaktv,68400000,https://www.youtube.com/@aajtaktv
13,infobellshindirhymes,infobellshindirhymes,66400000,https://www.youtube.com/@infobellshindirhymes
14,BHOJPURIWAVE,BHOJPURIWAVE,63500000,https://www.youtube.com/@BHOJPURIWAVE
15,yrf,yrf,62700000,https://www.youtube.com/@yrf
16,sonymusicindiasme,sonymusicindiasme,62600000,https://www.youtube.com/@sonymusicindiasme
17,UCL5nlHWXVLeOsSjKH2fhmsg,UCL5nlHWXVLeOsSjKH2fhmsg,61500000,https://www.youtube.com/channel/UCL5nlHWXVLeOsSjKH2fhmsg
18,shemarooent,shemarooent,56100000,https://www.youtube.com/@shemarooent
19,UCMgapddJymOC6MBOiOqia1A,UCMgapddJymOC6MBOiOqia1A,53600000,https://www.youtube.com/channel/UCMgapddJymOC6MBOiOqia1A
20,sonymusicindiavevo,sonymusicindiavevo,52900000,https://www.youtube.com/@sonymusicindiavevo
21,UCJg19noZp7-BYIGvypu_cow,UCJg19noZp7-BYIGvypu_cow,50200000,https://www.youtube.com/channel/UCJg19noZp7-BYIGvypu_cow
22,starplus,starplus,49800000,https://www.youtube.com/@starplus
23,songsofindiancinema,songsofindiancinema,49500000,https://www.youtube.com/@songsofindiancinema
24,UCgKEvLp8DXCTMq4QY6wW7bw,UCgKEvLp8DXCTMq4QY6wW7bw,49000000,https://www.youtube.com/channel/UCgKEvLp8DXCTMq4QY6wW7bw
25,venus,venus,47400000,https://www.youtube.com/@venus
26,UCo6y9hnRawAqtyWhRhblXqg,UCo6y9hnRawAqtyWhRhblXqg,46500000,https://www.youtube.com/channel/UCo6y9hnRawAqtyWhRhblXqg
27,UC4wEPe5mrHGAUjjTfXH_C-Q,UC4wEPe5mrHGAUjjTfXH_C-Q,46300000,https://www.youtube.com/channel/UC4wEPe5mrHGAUjjTfXH_C-Q
28,abpnewstv,abpnewstv,46100000,https://www.youtube.com/@abpnewstv
29,speedrecordss,speedrecordss,45400000,https://www.youtube.com/@speedrecordss
30,UCw7xjxzbMwgBSmbeYwqYRMg,UCw7xjxzbMwgBSmbeYwqYRMg,44900000,https://www.youtube.com/channel/UCw7xjxzbMwgBSmbeYwqYRMg
31,UCj22tfcQrWG7EMEKS0qLeEg,UCj22tfcQrWG7EMEKS0qLeEg,44800000,https://www.youtube.com/channel/UCj22tfcQrWG7EMEKS0qLeEg
32,UCtW7qWjpCZ8zps-Cf2NF26w,UCtW7qWjpCZ8zps-Cf2NF26w,44300000,https://www.youtube.com/channel/UCtW7qWjpCZ8zps-Cf2NF26w
33,indiatv,indiatv,43900000,https://www.youtube.com/@indiatv
34,UC5c9VlYTSvBSCaoMu_GI6gQ,UC5c9VlYTSvBSCaoMu_GI6gQ,43900000,https://www.youtube.com/channel/UC5c9VlYTSvBSCaoMu_GI6gQ
35,tseriesoldisgold,tseriesoldisgold,43700000,https://www.youtube.com/@tseriesoldisgold
36,UCgJ5_1F6yJhYLnyMszUdmUg,UCgJ5_1F6yJhYLnyMszUdmUg,43700000,https://www.youtube.com/channel/UCgJ5_1F6yJhYLnyMszUdmUg
37,UCSiDGb0MnHFGjs4E2WKvShw,UCSiDGb0MnHFGjs4E2WKvShw,43400000,https://www.youtube.com/channel/UCSiDGb0MnHFGjs4E2WKvShw
38,UCX8pnu3DYUnx8qy8V_c6oHg,UCX8pnu3DYUnx8qy8V_c6oHg,43400000,https://www.youtube.com/channel/UCX8pnu3DYUnx8qy8V_c6oHg
39,ultrahindi,ultrahindi,42300000,https://www.youtube.com/@ultrahindi
40,UCK9F8nycURBsR0YlrBsu1Ag,UCK9F8nycURBsR0YlrBsu1Ag,41900000,https://www.youtube.com/channel/UCK9F8nycURBsR0YlrBsu1Ag
41,UCz7PhJtc2G8Sre2vCLfmqAw,UCz7PhJtc2G8Sre2vCLfmqAw,40900000,https://www.youtube.com/channel/UCz7PhJtc2G8Sre2vCLfmqAw
42,UCNzmmbXIbMzlqE8nD1PBXfg,UCNzmmbXIbMzlqE8nD1PBXfg,40200000,https://www.youtube.com/channel/UCNzmmbXIbMzlqE8nD1PBXfg
43,UCzEAWIWMigRBbulQ6yVlilg,UCzEAWIWMigRBbulQ6yVlilg,40000000,https://www.youtube.com/channel/UCzEAWIWMigRBbulQ6yVlilg
