Rank,Channel_Handle,Channel_ID,Subscribers,YouTube_Channel_URL
1,UCDKfJDvK3EEdbxGFA4roVQA,UCDKfJDvK3EEdbxGFA4roVQA,580000,https://www.youtube.com/channel/UCDKfJDvK3EEdbxGFA4roVQA
2,UCkUjBNYnUG-ULrs04Ex6ZyA,UCkUjBNYnUG-ULrs04Ex6ZyA,567000,https://www.youtube.com/channel/UCkUjBNYnUG-ULrs04Ex6ZyA
3,UCifw377h2t18ucvXu9ooN1w,UCifw377h2t18ucvXu9ooN1w,548000,https://www.youtube.com/channel/UCifw377h2t18ucvXu9ooN1w
4,UC3pXgWF0_6K1iUtic9JU9wA,UC3pXgWF0_6K1iUtic9JU9wA,307000,https://www.youtube.com/channel/UC3pXgWF0_6K1iUtic9JU9wA
5,UC1sdhRrO7AyF78y6OPk7A8A,UC1sdhRrO7AyF78y6OPk7A8A,296000,https://www.youtube.com/channel/UC1sdhRrO7AyF78y6OPk7A8A
6,UCx_CZzMTw8rbnDwJiASvhOA,UCx_CZzMTw8rbnDwJiASvhOA,234000,https://www.youtube.com/channel/UCx_CZzMTw8rbnDwJiASvhOA
7,UCh_ttizgbfMxkkMnDlFudSw,UCh_ttizgbfMxkkMnDlFudSw,229000,https://www.youtube.com/channel/UCh_ttizgbfMxkkMnDlFudSw
8,UCj5LuUajp73-C41zqTpHo0w,UCj5LuUajp73-C41zqTpHo0w,201000,https://www.youtube.com/channel/UCj5LuUajp73-C41zqTpHo0w
9,YdNLUk1yi7qX66nPy-pXGg,YdNLUk1yi7qX66nPy-pXGg,173000,https://www.youtube.com/@YdNLUk1yi7qX66nPy-pXGg
10,UCyKdjgk50oqC2gFUh0Bvduw,UCyKdjgk50oqC2gFUh0Bvduw,169000,https://www.youtube.com/channel/UCyKdjgk50oqC2gFUh0Bvduw
11,ZmLTM-AmSU2_QkeyDZy8vQ,ZmLTM-AmSU2_QkeyDZy8vQ,156000,https://www.youtube.com/@ZmLTM-AmSU2_QkeyDZy8vQ
12,UCtQRtuShCdvCA_ZakQq4mSA,UCtQRtuShCdvCA_ZakQq4mSA,122000,https://www.youtube.com/channel/UCtQRtuShCdvCA_ZakQq4mSA
13,mD3BeD-NZ1mgWZ3pJo9Bcw,mD3BeD-NZ1mgWZ3pJo9Bcw,89900,https://www.youtube.com/@mD3BeD-NZ1mgWZ3pJo9Bcw
14,UCmjPSx01pLT4_iBuvJyFiPg,UCmjPSx01pLT4_iBuvJyFiPg,87600,https://www.youtube.com/channel/UCmjPSx01pLT4_iBuvJyFiPg
15,UCI5kXsmiV0ZhJLKy2hO6JVw,UCI5kXsmiV0ZhJLKy2hO6JVw,71800,https://www.youtube.com/channel/UCI5kXsmiV0ZhJLKy2hO6JVw
16,UCMvyCE2WBKFZpwsnkjK_ImA,UCMvyCE2WBKFZpwsnkjK_ImA,68200,https://www.youtube.com/channel/UCMvyCE2WBKFZpwsnkjK_ImA
17,UCdUp_rn9hENOs1feh1tmYrg,UCdUp_rn9hENOs1feh1tmYrg,57400,https://www.youtube.com/channel/UCdUp_rn9hENOs1feh1tmYrg
18,UClAyf8R_HcJhlRIEf8Wg87g,UClAyf8R_HcJhlRIEf8Wg87g,57100,https://www.youtube.com/channel/UClAyf8R_HcJhlRIEf8Wg87g
19,UCqks41E1YsONGwGnX07QoxA,UCqks41E1YsONGwGnX07QoxA,55600,https://www.youtube.com/channel/UCqks41E1YsONGwGnX07QoxA
20,UC2CCqbhXRrAwnhj0XMoMMjw,UC2CCqbhXRrAwnhj0XMoMMjw,54500,https://www.youtube.com/channel/UC2CCqbhXRrAwnhj0XMoMMjw
21,4o48y5D4305dZgaU3MnybA,4o48y5D4305dZgaU3MnybA,53700,https://www.youtube.com/@4o48y5D4305dZgaU3MnybA
22,UCcOOVWI1EzjV2Wrzuj_iTow,UCcOOVWI1EzjV2Wrzuj_iTow,50600,https://www.youtube.com/channel/UCcOOVWI1EzjV2Wrzuj_iTow
23,UCYxOeIYnSRp5GdU0R73mOgg,UCYxOeIYnSRp5GdU0R73mOgg,49000,https://www.youtube.com/channel/UCYxOeIYnSRp5GdU0R73mOgg
24,UCXcuAnxkFRGvyu2Ez9RGqPw,UCXcuAnxkFRGvyu2Ez9RGqPw,47200,https://www.youtube.com/channel/UCXcuAnxkFRGvyu2Ez9RGqPw
25,UC0KOhsE50fXbFFmWE-3sROQ,UC0KOhsE50fXbFFmWE-3sROQ,47200,https://www.youtube.com/channel/UC0KOhsE50fXbFFmWE-3sROQ
26,UCc8jbpazzET8t7xX3zZIexw,UCc8jbpazzET8t7xX3zZIexw,46900,https://www.youtube.com/channel/UCc8jbpazzET8t7xX3zZIexw
27,UC8_RM6lR8zMbpN7LXcVGX0A,UC8_RM6lR8zMbpN7LXcVGX0A,45300,https://www.youtube.com/channel/UC8_RM6lR8zMbpN7LXcVGX0A
28,UCwOnvDF3uWZmvEEeRv9_g8g,UCwOnvDF3uWZmvEEeRv9_g8g,44500,https://www.youtube.com/channel/UCwOnvDF3uWZmvEEeRv9_g8g
29,UCet-XBUGCHFj30tqhTG85xw,UCet-XBUGCHFj30tqhTG85xw,43300,https://www.youtube.com/channel/UCet-XBUGCHFj30tqhTG85xw
30,UCaAtOV6xE_LKczQgcYz-a8w,UCaAtOV6xE_LKczQgcYz-a8w,41000,https://www.youtube.com/channel/UCaAtOV6xE_LKczQgcYz-a8w
