Rank,Channel_Handle,Channel_ID,Subscribers,YouTube_Channel_URL
1,UCBYvr4SqfGQd5fTmOXVQ4Zw,UCBYvr4SqfGQd5fTmOXVQ4Zw,22500000,https://www.youtube.com/channel/UCBYvr4SqfGQd5fTmOXVQ4Zw
2,M0lWLQuQhEKwq0qhdWejQA,M0lWLQuQhEKwq0qhdWejQA,7230000,https://www.youtube.com/@M0lWLQuQhEKwq0qhdWejQA
3,UCIjfTmz5uNAwZwkVX6Wjw3Q,UCIjfTmz5uNAwZwkVX6Wjw3Q,6980000,https://www.youtube.com/channel/UCIjfTmz5uNAwZwkVX6Wjw3Q
4,UCqPSpViOkFJPodlL7wV8WNA,UCqPSpViOkFJPodlL7wV8WNA,6710000,https://www.youtube.com/channel/UCqPSpViOkFJPodlL7wV8WNA
5,UC8yhU0qriSxrfqyaGgwdkcQ,UC8yhU0qriSxrfqyaGgwdkcQ,5820000,https://www.youtube.com/channel/UC8yhU0qriSxrfqyaGgwdkcQ
6,UCCxjEtqox7wP7PPMX8rACdg,UCCxjEtqox7wP7PPMX8rACdg,5660000,https://www.youtube.com/channel/UCCxjEtqox7wP7PPMX8rACdg
7,UCaY1dtKcLMBzNTlCNcgeVfw,UCaY1dtKcLMBzNTlCNcgeVfw,5550000,https://www.youtube.com/channel/UCaY1dtKcLMBzNTlCNcgeVfw
8,UCYtpIExuf1E6rpz84UjtQZQ,UCYtpIExuf1E6rpz84UjtQZQ,5300000,https://www.youtube.com/channel/UCYtpIExuf1E6rpz84UjtQZQ
9,UC2kYzKESojoSZj0a-hB5sng,UC2kYzKESojoSZj0a-hB5sng,5110000,https://www.youtube.com/channel/UC2kYzKESojoSZj0a-hB5sng
10,UCkIOafORN80GwLmlqoJ_OBA,UCkIOafORN80GwLmlqoJ_OBA,4980000,https://www.youtube.com/channel/UCkIOafORN80GwLmlqoJ_OBA
