Rank,Channel_Handle,Channel_ID,Subscribers,YouTube_Channel_URL
1,UCAql2DyGU2un1Ei2nMYsqOA,UCAql2DyGU2un1Ei2nMYsqOA,3770000,https://www.youtube.com/channel/UCAql2DyGU2un1Ei2nMYsqOA
2,UCBTNyrZoiTweJ1PZsJgdWTA,UCBTNyrZoiTweJ1PZsJgdWTA,1100000,https://www.youtube.com/channel/UCBTNyrZoiTweJ1PZsJgdWTA
3,UCuDv5p8E-evaRSh542hDV5g,UCuDv5p8E-evaRSh542hDV5g,940000,https://www.youtube.com/channel/UCuDv5p8E-evaRSh542hDV5g
4,UCWNpXitY8eJ-ku6M-v25MKw,UCWNpXitY8eJ-ku6M-v25MKw,915000,https://www.youtube.com/channel/UCWNpXitY8eJ-ku6M-v25MKw
5,UCautFW0hm0QPVXFVeSpSpxg,UCautFW0hm0QPVXFVeSpSpxg,802000,https://www.youtube.com/channel/UCautFW0hm0QPVXFVeSpSpxg
6,UCH1dpzjCEiGAt8CXkryhkZg,UCH1dpzjCEiGAt8CXkryhkZg,688000,https://www.youtube.com/channel/UCH1dpzjCEiGAt8CXkryhkZg
7,barackobamadotcom,barackobamadotcom,595000,https://www.youtube.com/@barackobamadotcom
8,UC4ewc5vQcMpLticvqPDcSQw,UC4ewc5vQcMpLticvqPDcSQw,579000,https://www.youtube.com/channel/UC4ewc5vQcMpLticvqPDcSQw
9,-9J07yyuXQTx_uZQchtwsg,-9J07yyuXQTx_uZQchtwsg,524000,https://www.youtube.com/@-9J07yyuXQTx_uZQchtwsg
10,UCMzt8xq6qQ3XQ_DlNfJx0-w,UCMzt8xq6qQ3XQ_DlNfJx0-w,226000,https://www.youtube.com/channel/UCMzt8xq6qQ3XQ_DlNfJx0-w
11,SenTedCruz,SenTedCruz,188000,https://www.youtube.com/@SenTedCruz
12,UChQACorbtyqxjCazYGbMYqg,UChQACorbtyqxjCazYGbMYqg,151000,https://www.youtube.com/channel/UChQACorbtyqxjCazYGbMYqg
13,UClqXcJew_A3s8qiX-T4a9CA,UClqXcJew_A3s8qiX-T4a9CA,135000,https://www.youtube.com/channel/UClqXcJew_A3s8qiX-T4a9CA
14,UCDgjkA5Y_npoxeUiSW18JZQ,UCDgjkA5Y_npoxeUiSW18JZQ,134000,https://www.youtube.com/channel/UCDgjkA5Y_npoxeUiSW18JZQ
15,Elqfal0wzzpLsHlRuqZjaA,Elqfal0wzzpLsHlRuqZjaA,131000,https://www.youtube.com/@Elqfal0wzzpLsHlRuqZjaA
16,UCLRYsOHrkk5qcIhtq033bLQ,UCLRYsOHrkk5qcIhtq033bLQ,130000,https://www.youtube.com/channel/UCLRYsOHrkk5qcIhtq033bLQ
17,UC2WsigwY3MKB-n6GbQ7fkTQ,UC2WsigwY3MKB-n6GbQ7fkTQ,117000,https://www.youtube.com/channel/UC2WsigwY3MKB-n6GbQ7fkTQ
18,UCUACercYthJAgyf1JAc2EhQ,UCUACercYthJAgyf1JAc2EhQ,105000,https://www.youtube.com/channel/UCUACercYthJAgyf1JAc2EhQ
19,UCSBgIt02ZoFyfBOgISq77Cw,UCSBgIt02ZoFyfBOgISq77Cw,93200,https://www.youtube.com/channel/UCSBgIt02ZoFyfBOgISq77Cw
20,UCsWnDtLWKEMJHKYCc9647yQ,UCsWnDtLWKEMJHKYCc9647yQ,91500,https://www.youtube.com/channel/UCsWnDtLWKEMJHKYCc9647yQ
21,repkevinmccarthy,repkevinmccarthy,84200,https://www.youtube.com/@repkevinmccarthy
22,senelizabethwarren,senelizabethwarren,76800,https://www.youtube.com/@senelizabethwarren
23,UCXUTzh17OtLHQOGeyjbtyAQ,UCXUTzh17OtLHQOGeyjbtyAQ,73800,https://www.youtube.com/channel/UCXUTzh17OtLHQOGeyjbtyAQ
24,SenatorWhitehouse,SenatorWhitehouse,72000,https://www.youtube.com/@SenatorWhitehouse
