Rank,Channel_Handle,Channel_ID,Subscribers,YouTube_Channel_URL
1,rihanna,rihanna,43800000,https://www.youtube.com/@rihanna
2,shontellevevo,shontellevevo,322000,https://www.youtube.com/@shontellevevo
3,UCfSJGsTg1XN0YWprC2sqhNQ,UCfSJGsTg1XN0YWprC2sqhNQ,58300,https://www.youtube.com/channel/UCfSJGsTg1XN0YWprC2sqhNQ
4,UCfbOuzIck8uZfzFII6bb8Lg,UCfbOuzIck8uZfzFII6bb8Lg,37800,https://www.youtube.com/channel/UCfbOuzIck8uZfzFII6bb8Lg
5,bajanmusicfan,bajanmusicfan,34900,https://www.youtube.com/@bajanmusicfan
6,UCzhXEfftQ5F8RnMujATpblQ,UCzhXEfftQ5F8RnMujATpblQ,33800,https://www.youtube.com/channel/UCzhXEfftQ5F8RnMujATpblQ
7,UCc4LUKmvpwziLvcTM5dI2nw,UCc4LUKmvpwziLvcTM5dI2nw,30500,https://www.youtube.com/channel/UCc4LUKmvpwziLvcTM5dI2nw
8,ashblume88,ashblume88,28000,https://www.youtube.com/@ashblume88
9,barbadostoday,barbadostoday,27800,https://www.youtube.com/@barbadostoday
10,XTJePjQ8BGz13vXkQH8oBg,XTJePjQ8BGz13vXkQH8oBg,25100,https://www.youtube.com/@XTJePjQ8BGz13vXkQH8oBg
11,UCxaPWMNMtUVN0iLFxxN-A0w,UCxaPWMNMtUVN0iLFxxN-A0w,24400,https://www.youtube.com/channel/UCxaPWMNMtUVN0iLFxxN-A0w
12,vivoj,vivoj,23100,https://www.youtube.com/@vivoj
13,UC3BfyxY4SHAUrbCvIQjGfog,UC3BfyxY4SHAUrbCvIQjGfog,21400,https://www.youtube.com/channel/UC3BfyxY4SHAUrbCvIQjGfog
14,UCypidtxHlcJztN-i4y-y76A,UCypidtxHlcJztN-i4y-y76A,20200,https://www.youtube.com/channel/UCypidtxHlcJztN-i4y-y76A
15,UC273-EjtNP4fV3btB3lFHcA,UC273-EjtNP4fV3btB3lFHcA,19800,https://www.youtube.com/channel/UC273-EjtNP4fV3btB3lFHcA
16,UCMGgIQ9-oRLnZWCBBY7VzHw,UCMGgIQ9-oRLnZWCBBY7VzHw,17300,https://www.youtube.com/channel/UCMGgIQ9-oRLnZWCBBY7VzHw
17,UCPP3UsnLmgd8O4LWg1n_Xpw,UCPP3UsnLmgd8O4LWg1n_Xpw,17200,https://www.youtube.com/channel/UCPP3UsnLmgd8O4LWg1n_Xpw
18,UCaOpX8CAjXWLDSsJPCdwwsw,UCaOpX8CAjXWLDSsJPCdwwsw,14000,https://www.youtube.com/channel/UCaOpX8CAjXWLDSsJPCdwwsw
19,UCKYgL_y2TZmV3zMeC2iyi5w,UCKYgL_y2TZmV3zMeC2iyi5w,13000,https://www.youtube.com/channel/UCKYgL_y2TZmV3zMeC2iyi5w
20,ingridgot,ingridgot,12400,https://www.youtube.com/@ingridgot
21,UCCcMSkILqqGl4CH3Vssdrwg,UCCcMSkILqqGl4CH3Vssdrwg,11800,https://www.youtube.com/channel/UCCcMSkILqqGl4CH3Vssdrwg
22,UClX-idyNTKVv2fc6pxxQDwA,UClX-idyNTKVv2fc6pxxQDwA,11600,https://www.youtube.com/channel/UClX-idyNTKVv2fc6pxxQDwA
23,UCNrdwNja1a3mNstniZzkl_A,UCNrdwNja1a3mNstniZzkl_A,11100,https://www.youtube.com/channel/UCNrdwNja1a3mNstniZzkl_A
24,UCeb9KeC6LrwFGrTtSBVTNKQ,UCeb9KeC6LrwFGrTtSBVTNKQ,10900,https://www.youtube.com/channel/UCeb9KeC6LrwFGrTtSBVTNKQ
25,UCuvwYNwojCjO47QBlZChyIQ,UCuvwYNwojCjO47QBlZChyIQ,10700,https://www.youtube.com/channel/UCuvwYNwojCjO47QBlZChyIQ
26,cobra93dhq,cobra93dhq,10200,https://www.youtube.com/@cobra93dhq
27,UCww_xpI3dg0I7uhsF8t9Dgw,UCww_xpI3dg0I7uhsF8t9Dgw,9560,https://www.youtube.com/channel/UCww_xpI3dg0I7uhsF8t9Dgw
28,UCTDa6Sh6B2EGwr9SR8OcgDg,UCTDa6Sh6B2EGwr9SR8OcgDg,9540,https://www.youtube.com/channel/UCTDa6Sh6B2EGwr9SR8OcgDg
29,thebgis,thebgis,9350,https://www.youtube.com/@thebgis
30,UCbiE1jLw8nUee99EOILWrTQ,UCbiE1jLw8nUee99EOILWrTQ,8690,https://www.youtube.com/channel/UCbiE1jLw8nUee99EOILWrTQ
31,MsIslandSpice,MsIslandSpice,8430,https://www.youtube.com/@MsIslandSpice
32,UCpZv-g2MYsmxF9lZXJHy_DQ,UCpZv-g2MYsmxF9lZXJHy_DQ,7740,https://www.youtube.com/channel/UCpZv-g2MYsmxF9lZXJHy_DQ
33,UCBaI7-rLsS_qepd3fZRyMLg,UCBaI7-rLsS_qepd3fZRyMLg,7730,https://www.youtube.com/channel/UCBaI7-rLsS_qepd3fZRyMLg
34,UCG5o4isLvWxRzX_ppj7RdBw,UCG5o4isLvWxRzX_ppj7RdBw,6840,https://www.youtube.com/channel/UCG5o4isLvWxRzX_ppj7RdBw
35,UCxwViksEwxHGCUoV0qCz53Q,UCxwViksEwxHGCUoV0qCz53Q,6750,https://www.youtube.com/channel/UCxwViksEwxHGCUoV0qCz53Q
36,UC7nDn0fbL4JwDMnUoHiL-eQ,UC7nDn0fbL4JwDMnUoHiL-eQ,6650,https://www.youtube.com/channel/UC7nDn0fbL4JwDMnUoHiL-eQ
37,trident10tv,trident10tv,6630,https://www.youtube.com/@trident10tv
38,UCPV-TA38KjNaxyMhxBjuGmQ,UCPV-TA38KjNaxyMhxBjuGmQ,6270,https://www.youtube.com/channel/UCPV-TA38KjNaxyMhxBjuGmQ
39,barbadostourism,barbadostourism,6010,https://www.youtube.com/@barbadostourism
