Rank,Channel_Handle,Channel_ID,Subscribers,YouTube_Channel_URL
1,UCN8S4CqMRy6tVKVXvs7Bzeg,UCN8S4CqMRy6tVKVXvs7Bzeg,38500000,https://www.youtube.com/channel/UCN8S4CqMRy6tVKVXvs7Bzeg
2,atL-c6pmnjzEOHSyjn-sHA,atL-c6pmnjzEOHSyjn-sHA,23900000,https://www.youtube.com/@atL-c6pmnjzEOHSyjn-sHA
3,UCIcCSfFNPw4sFQ-n1sGXM7Q,UCIcCSfFNPw4sFQ-n1sGXM7Q,12800000,https://www.youtube.com/channel/UCIcCSfFNPw4sFQ-n1sGXM7Q
4,UCbYXVxwDEWc9sIt6yZhweqQ,UCbYXVxwDEWc9sIt6yZhweqQ,10700000,https://www.youtube.com/channel/UCbYXVxwDEWc9sIt6yZhweqQ
5,UCFQ9AY7oyEqRS7iVXJLNSmw,UCFQ9AY7oyEqRS7iVXJLNSmw,10400000,https://www.youtube.com/channel/UCFQ9AY7oyEqRS7iVXJLNSmw
6,zoomdekho,zoomdekho,9430000,https://www.youtube.com/@zoomdekho
7,UCuajwgnxd-uxvNzzwYwjifA,UCuajwgnxd-uxvNzzwYwjifA,8720000,https://www.youtube.com/channel/UCuajwgnxd-uxvNzzwYwjifA
8,UC36Ah1MtcBPjwP1RXEDXOZA,UC36Ah1MtcBPjwP1RXEDXOZA,7800000,https://www.youtube.com/channel/UC36Ah1MtcBPjwP1RXEDXOZA
9,UCQuLyitHTE9LfUAxlhDfgig,UCQuLyitHTE9LfUAxlhDfgig,6710000,https://www.youtube.com/channel/UCQuLyitHTE9LfUAxlhDfgig
10,UCrOqvBGN_lUsgpTmQo818tA,UCrOqvBGN_lUsgpTmQo818tA,6060000,https://www.youtube.com/channel/UCrOqvBGN_lUsgpTmQo818tA
11,UCRLmEkBUd79YjTZTWLPBrYQ,UCRLmEkBUd79YjTZTWLPBrYQ,5510000,https://www.youtube.com/channel/UCRLmEkBUd79YjTZTWLPBrYQ
12,UCE6hGEwOgRlLc57sP9VqNXw,UCE6hGEwOgRlLc57sP9VqNXw,5380000,https://www.youtube.com/channel/UCE6hGEwOgRlLc57sP9VqNXw
13,UCPgrnoC52e3gixNeyGNY0rg,UCPgrnoC52e3gixNeyGNY0rg,4990000,https://www.youtube.com/channel/UCPgrnoC52e3gixNeyGNY0rg
14,saregamaindia,saregamaindia,4910000,https://www.youtube.com/@saregamaindia
15,UChF09Enfs3O1un8rgI4FOMg,UChF09Enfs3O1un8rgI4FOMg,4530000,https://www.youtube.com/channel/UChF09Enfs3O1un8rgI4FOMg
16,UCMugXb83mQaNxIETXXJU6SQ,UCMugXb83mQaNxIETXXJU6SQ,4470000,https://www.youtube.com/channel/UCMugXb83mQaNxIETXXJU6SQ
17,UCJ27jkKHKrcZvAtxCyqXFXQ,UCJ27jkKHKrcZvAtxCyqXFXQ,4230000,https://www.youtube.com/channel/UCJ27jkKHKrcZvAtxCyqXFXQ
18,UC9eYFa4jJQdLVTuy3et9Zbg,UC9eYFa4jJQdLVTuy3et9Zbg,4120000,https://www.youtube.com/channel/UC9eYFa4jJQdLVTuy3et9Zbg
19,UCBxt-bBEei_zKzLGbQVH8vw,UCBxt-bBEei_zKzLGbQVH8vw,3860000,https://www.youtube.com/channel/UCBxt-bBEei_zKzLGbQVH8vw
20,UCcYY9qxdzeoqmWsCfFMA7kA,UCcYY9qxdzeoqmWsCfFMA7kA,3790000,https://www.youtube.com/channel/UCcYY9qxdzeoqmWsCfFMA7kA
21,UCliUMidN2SgXOldAL3kbPIg,UCliUMidN2SgXOldAL3kbPIg,3660000,https://www.youtube.com/channel/UCliUMidN2SgXOldAL3kbPIg
22,UC_wRxe9tOFevlxOfDpRKuMw,UC_wRxe9tOFevlxOfDpRKuMw,3640000,https://www.youtube.com/channel/UC_wRxe9tOFevlxOfDpRKuMw
23,UCNTg15r0wEKY9mydOJrZkOw,UCNTg15r0wEKY9mydOJrZkOw,3460000,https://www.youtube.com/channel/UCNTg15r0wEKY9mydOJrZkOw
